Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,High-Low,Open-Close
2010-01-04 00:00:00-05:00,15.689438819885254,15.753503799438477,15.621622085571289,15.684433937072754,78169752,0.0,0.0,0.13188199999999917,0.005005000000000592
2010-01-05 00:00:00-05:00,15.695195198059082,15.711711883544922,15.554054260253906,15.615365028381348,120067812,0.0,0.0,0.15765799999999963,0.0798299999999994
2010-01-06 00:00:00-05:00,15.662161827087402,15.662161827087402,15.174174308776855,15.221721649169922,158988852,0.0,0.0,0.48798799999999964,0.4404400000000006
2010-01-07 00:00:00-05:00,15.250249862670898,15.265265464782715,14.83108139038086,14.867366790771484,256315428,0.0,0.0,0.4341840000000001,0.38288299999999964
2010-01-08 00:00:00-05:00,14.814814567565918,15.096345901489258,14.742491722106934,15.065566062927246,188783028,0.0,0.0,0.3538540000000001,-0.25075100000000106
2010-01-11 00:00:00-05:00,15.126626968383789,15.126626968383789,14.865865707397461,15.042793273925781,288227484,0.0,0.0,0.2607609999999987,0.08383399999999952
2010-01-12 00:00:00-05:00,14.956206321716309,14.968969345092773,14.714715003967285,14.776777267456055,193937868,0.0,0.0,0.25425399999999954,0.17942900000000073
2010-01-13 00:00:00-05:00,14.426676750183105,14.724224090576172,14.361862182617188,14.69194221496582,259604136,0.0,0.0,0.3623619999999992,-0.2652649999999994
2010-01-14 00:00:00-05:00,14.612112045288086,14.86987018585205,14.584835052490234,14.761011123657227,169434396,0.0,0.0,0.2850350000000006,-0.14889900000000011
2010-01-15 00:00:00-05:00,14.848347663879395,14.853854179382324,14.46546459197998,14.514514923095703,217162620,0.0,0.0,0.3883890000000001,0.33383300000000027
2010-01-19 00:00:00-05:00,14.54454517364502,14.775275230407715,14.421671867370605,14.705204963684082,172495332,0.0,0.0,0.35360300000000144,-0.16066000000000003
2010-01-20 00:00:00-05:00,14.664163589477539,14.664163589477539,14.396647453308105,14.524774551391602,129897972,0.0,0.0,0.2675169999999998,0.13938899999999954
2010-01-21 00:00:00-05:00,14.600601196289062,14.685185432434082,14.320570945739746,14.589089393615723,252055692,0.0,0.0,0.3646140000000013,0.011511999999999745
2010-01-22 00:00:00-05:00,14.126626968383789,14.279278755187988,13.38488483428955,13.76401424407959,271743984,0.0,0.0,0.8943940000000001,0.36261299999999963
2010-01-25 00:00:00-05:00,13.678427696228027,13.760761260986328,13.401150703430176,13.513513565063477,176619204,0.0,0.0,0.35961,0.16491399999999956
2010-01-26 00:00:00-05:00,13.462713241577148,13.753753662109375,13.420671463012695,13.574073791503906,174045780,0.0,0.0,0.33308300000000024,-0.11136099999999871
2010-01-27 00:00:00-05:00,13.545294761657715,13.704955101013184,13.396145820617676,13.566065788269043,158417424,0.0,0.0,0.3088090000000001,-0.020770999999999873
2010-01-28 00:00:00-05:00,13.625876426696777,13.688689231872559,13.278278350830078,13.370620727539062,129034836,0.0,0.0,0.41041099999999986,0.255255
2010-01-29 00:00:00-05:00,13.475726127624512,13.538288116455078,13.153403282165527,13.261761665344238,165454380,0.0,0.0,0.3848849999999988,0.2139640000000007
2010-02-01 00:00:00-05:00,13.378377914428711,13.408658981323242,13.270771026611328,13.338838577270508,89941968,0.0,0.0,0.13788800000000023,0.03953899999999955
2010-02-02 00:00:00-05:00,13.3873872756958,13.3873872756958,13.203453063964844,13.291291236877441,163684152,0.0,0.0,0.1839340000000007,0.09609600000000107
2010-02-03 00:00:00-05:00,13.22998046875,13.566065788269043,13.218969345092773,13.53403377532959,119844036,0.0,0.0,0.34709699999999977,-0.3040540000000007
2010-02-04 00:00:00-05:00,13.438438415527344,13.463462829589844,13.152152061462402,13.182682991027832,134972892,0.0,0.0,0.31131100000000167,0.25575499999999884
2010-02-05 00:00:00-05:00,13.223222732543945,13.350851058959961,13.074575424194336,13.29554557800293,126113760,0.0,0.0,0.2762760000000011,-0.07232299999999903
2010-02-08 00:00:00-05:00,13.325825691223145,13.56356430053711,13.301551818847656,13.350099563598633,107664228,0.0,0.0,0.26201200000000036,-0.02427400000000013
2010-02-09 00:00:00-05:00,13.502001762390137,13.551801681518555,13.39013957977295,13.424424171447754,112671216,0.0,0.0,0.16166199999999975,0.07757799999999904
2010-02-10 00:00:00-05:00,13.36511516571045,13.458208084106445,13.20545482635498,13.374625205993652,106873020,0.0,0.0,0.2527530000000002,-0.009510000000000574
