Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,High-Low,Open-Close
2010-01-04 00:00:00-05:00,6.453203619450765,6.485555742614216,6.421456223961024,6.47074031829834,493729600,0.0,0.0,0.06409999999999982,-0.017535999999999774
2010-01-05 00:00:00-05:00,6.488581785514789,6.518515007213711,6.4477630586423444,6.481929779052734,601904800,0.0,0.0,0.0707519999999997,0.00665199999999988
2010-01-06 00:00:00-05:00,6.481928366396657,6.507628891163321,6.3721727058336155,6.378824710845947,552160000,0.0,0.0,0.13545599999999958,0.10310299999999994
2010-01-07 00:00:00-05:00,6.4024091781172805,6.409968275776825,6.320772538154717,6.367033004760742,477131200,0.0,0.0,0.08919500000000014,0.03537599999999941
2010-01-08 00:00:00-05:00,6.358566870551186,6.409967924438474,6.321075362975318,6.40936279296875,447610800,0.0,0.0,0.08889299999999967,-0.05079600000000006
2010-01-11 00:00:00-05:00,6.434155762097413,6.440203039455473,6.302630709080231,6.352822303771973,462229600,0.0,0.0,0.13757200000000047,0.08133400000000002
2010-01-12 00:00:00-05:00,6.325003426106718,6.342540931367632,6.241251070054739,6.280557155609131,594459600,0.0,0.0,0.10128999999999966,0.044445999999999763
2010-01-13 00:00:00-05:00,6.285092990288752,6.3776134871062515,6.171104260016673,6.369147300720215,605892000,0.0,0.0,0.2065090000000005,-0.08405400000000007
2010-01-14 00:00:00-05:00,6.352821826984547,6.363404157876857,6.319864571546683,6.332261085510254,432894000,0.0,0.0,0.043538999999999994,0.02056099999999983
2010-01-15 00:00:00-05:00,6.377613450143354,6.39787182459253,6.224621001692266,6.22643518447876,594067600,0.0,0.0,0.1732509999999996,0.1511779999999998
2010-01-19 00:00:00-05:00,6.29900266223716,6.506419441860706,6.266046210033963,6.5018839836120605,730007600,0.0,0.0,0.24037299999999995,-0.20288100000000053
2010-01-20 00:00:00-05:00,6.497953821461314,6.517304707991259,6.334378983221043,6.4018049240112305,612152800,0.0,0.0,0.18292600000000014,0.0961489999999996
2010-01-21 00:00:00-05:00,6.412386936442975,6.449576484404244,6.2651385456201645,6.291141033172607,608154400,0.0,0.0,0.18443700000000085,0.12124600000000019
2010-01-22 00:00:00-05:00,6.252134842659677,6.273904225719921,5.961267772008232,5.979106426239014,881767600,0.0,0.0,0.31263600000000036,0.2730290000000002
2010-01-25 00:00:00-05:00,6.123031651065935,6.189247330961395,6.052884836528271,6.139963626861572,1065699600,0.0,0.0,0.1363620000000001,-0.016931999999999725
2010-01-26 00:00:00-05:00,6.227041293613367,6.461670404751827,6.125147093305518,6.226738929748535,1867110000,0.0,0.0,0.3365229999999997,0.0003019999999995804
2010-01-27 00:00:00-05:00,6.25425207679133,6.367030951674626,6.032926612969099,6.28539514541626,1722568400,0.0,0.0,0.33410399999999996,-0.031143000000000143
2010-01-28 00:00:00-05:00,6.196201474647368,6.213435407796756,6.007832821198915,6.025671482086182,1173502400,0.0,0.0,0.20560199999999984,0.1705300000000003
2010-01-29 00:00:00-05:00,6.079793037314127,6.113656978966724,5.752340275142106,5.807066917419434,1245952400,0.0,0.0,0.36131699999999967,0.2727259999999996
2010-02-01 00:00:00-05:00,5.816439206222464,5.926194843545155,5.784087086983981,5.887795448303223,749876400,0.0,0.0,0.14210799999999946,-0.07135599999999975
2010-02-02 00:00:00-05:00,5.92347591489802,5.935872431078995,5.846979463136867,5.921963691711426,698342400,0.0,0.0,0.08889299999999967,0.0015119999999999578
2010-02-03 00:00:00-05:00,5.901099281212881,6.053185049091741,5.878422399008418,6.023856163024902,615328000,0.0,0.0,0.17476300000000045,-0.122757
2010-02-04 00:00:00-05:00,5.948267318319903,5.997854180209925,5.792251615321678,5.806765079498291,757652000,0.0,0.0,0.20560199999999984,0.14150200000000002
2010-02-05 00:00:00-05:00,5.824303101760254,5.926197322908289,5.770483130192682,5.90986967086792,850306800,0.0,0.0,0.15571400000000057,-0.08556700000000017
2010-02-08 00:00:00-05:00,5.916824097530449,5.983040178824175,5.865725404302634,5.869353771209717,478270800,0.0,0.0,0.11731499999999961,0.04746999999999968
2010-02-09 00:00:00-05:00,5.938894997620268,5.971549487686761,5.888401443194295,5.931941032409668,632886800,0.0,0.0,0.08314800000000044,0.006953999999999461
2010-02-10 00:00:00-05:00,5.92287027418772,5.94433851434527,5.873586574241234,5.8995890617370605,370361600,0.0,0.0,0.07075200000000059,0.023280999999999885
2010-02-11 00:00:00-05:00,5.89233249748583,6.039580478438134,5.8675390628621855,6.006925582885742,550345600,0.0,0.0,0.1720410000000001,-0.1145940000000003
2010-02-12 00:00:00-05:00,5.989992702548694,6.096725118245088,5.911077759774351,6.058628082275391,655468800,0.0,0.0,0.18564700000000034,-0.06863499999999956
2010-02-16 00:00:00-05:00,6.105794753851156,6.158707206510653,6.0930958782460705,6.149939060211182,543737600,0.0,0.0,0.06561099999999964,-0.04414400000000018
2010-02-17 00:00:00-05:00,6.173825976724503,6.177454342815833,6.073140836140301,6.124239921569824,436396800,0.0,0.0,0.10431300000000032,0.049585999999999686
2010-02-18 00:00:00-05:00,6.096421941093669,6.164755360607765,6.074954916130881,6.13572883605957,422825200,0.0,0.0,0.08980000000000032,-0.03930700000000087
2010-02-19 00:00:00-05:00,6.103376770712604,6.143892311344973,6.080699484312005,6.097631454467773,415469600,0.0,0.0,0.06319300000000005,0.005746000000000251
2010-02-22 00:00:00-05:00,6.117892318069157,6.122729737445004,6.022649694907698,6.059839248657227,390563600,0.0,0.0,0.10008000000000017,0.05805300000000013
2010-02-23 00:00:00-05:00,6.047138710278388,6.087352296118462,5.917427844374336,5.958245754241943,575094800,0.0,0.0,0.16992399999999996,0.08889299999999967
2010-02-24 00:00:00-05:00,5.9936215952952505,6.090678376765398,5.981829404650704,6.067094802856445,460566400,0.0,0.0,0.10884899999999931,-0.0734729999999999
2010-02-25 00:00:00-05:00,5.9679227512627815,6.133614146562937,5.953107322511544,6.107611656188965,665126000,0.0,0.0,0.18050699999999953,-0.13968899999999973
