Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,High-Low,Open-Close
2010-01-04 00:00:00-05:00,23.181755070675433,23.54515257286954,23.15904218528331,23.431591033935547,38409100,0.0,0.0,0.38611099999999965,-0.24983600000000195
2010-01-05 00:00:00-05:00,23.35587980510984,23.54514949324847,23.196892516186566,23.439157485961914,49749600,0.0,0.0,0.34825599999999923,-0.08327700000000249
2010-01-06 00:00:00-05:00,23.378592474053768,23.530008810139744,23.106045090717487,23.29531478881836,58182400,0.0,0.0,0.423963999999998,0.08327700000000249
2010-01-07 00:00:00-05:00,23.189323971560622,23.24232070273239,22.856210325417738,23.053050994873047,50559700,0.0,0.0,0.38611099999999965,0.1362729999999992
2010-01-08 00:00:00-05:00,22.924343053781612,23.37858910862281,22.894059213318602,23.212032318115234,51197400,0.0,0.0,0.484530000000003,-0.2876890000000003
2010-01-11 00:00:00-05:00,23.24989030445286,23.287745112569684,22.803215120780578,22.916776657104492,68754700,0.0,0.0,0.48452999999999946,0.3331130000000009
2010-01-12 00:00:00-05:00,22.82592230151261,23.01519197473247,22.644223588503106,22.765356063842773,65912100,0.0,0.0,0.37096799999999774,0.0605659999999979
2010-01-13 00:00:00-05:00,22.90920349419232,23.10604414544603,22.719933803834497,22.977340698242188,51863500,0.0,0.0,0.3861100000000022,-0.06813799999999759
2010-01-14 00:00:00-05:00,22.947056585604095,23.54514949324847,22.909203225581617,23.439157485961914,63228100,0.0,0.0,0.635945999999997,-0.49210000000000065
2010-01-15 00:00:00-05:00,23.530007811443074,23.651140297565284,23.24988803477725,23.36345100402832,79913200,0.0,0.0,0.40125200000000305,0.1665569999999974
2010-01-19 00:00:00-05:00,23.280169118652232,23.65113749392806,23.22717384275754,23.545146942138672,46575700,0.0,0.0,0.423962999999997,-0.26497799999999927
2010-01-20 00:00:00-05:00,23.32559726607973,23.424018318062156,22.947057868637284,23.159040451049805,54849500,0.0,0.0,0.4769600000000018,0.1665569999999974
2010-01-21 00:00:00-05:00,23.174183967834235,23.257461659071883,22.712365409098314,22.71993637084961,73086700,0.0,0.0,0.5450970000000019,0.45424799999999976
2010-01-22 00:00:00-05:00,22.71235785444348,22.863774151078232,21.834146799592688,21.92499542236328,102004600,0.0,0.0,1.0296269999999978,0.7873629999999991
2010-01-25 00:00:00-05:00,22.136987378991577,22.454960582167804,22.030996792603982,22.197553634643555,63373000,0.0,0.0,0.42396400000000156,-0.06056699999999893
2010-01-26 00:00:00-05:00,22.10669921186602,22.598800091291814,22.023420090543183,22.33382225036621,66639900,0.0,0.0,0.5753799999999991,-0.2271230000000024
2010-01-27 00:00:00-05:00,22.22025946835983,22.576085926859005,21.970423562602328,22.4625244140625,63949500,0.0,0.0,0.6056619999999988,-0.24226499999999973
2010-01-28 00:00:00-05:00,22.591231743390797,22.613944627472694,21.872006298276247,22.076417922973633,117513700,0.0,0.0,0.7419390000000021,0.5148140000000012
2010-01-29 00:00:00-05:00,22.636655269487374,22.65179719167481,20.94079897285024,21.33448028564453,193888500,0.0,0.0,1.710998,1.3021750000000019
2010-02-01 00:00:00-05:00,21.493473566352776,21.561610795736474,21.13764693602632,21.508615493774414,85931100,0.0,0.0,0.423963999999998,-0.015140999999999849
2010-02-02 00:00:00-05:00,21.47832724584235,21.57674685930844,21.30419801584345,21.546463012695312,54413700,0.0,0.0,0.2725490000000015,-0.06813599999999909
2010-02-03 00:00:00-05:00,21.395048714739453,21.7963010295939,21.289058136632487,21.675167083740234,61397900,0.0,0.0,0.507242999999999,-0.2801179999999981
2010-02-04 00:00:00-05:00,21.48589974348667,21.57674985191329,21.05436497749056,21.077077865600586,77850000,0.0,0.0,0.5223849999999999,0.4088220000000007
2010-02-05 00:00:00-05:00,21.198204560074334,21.410187125519787,20.87266047328824,21.213346481323242,80960100,0.0,0.0,0.5375270000000008,-0.015140999999999849
2010-02-08 00:00:00-05:00,21.205776759723317,21.258772043177853,20.872661692849313,20.986223220825195,52820600,0.0,0.0,0.3861100000000022,0.21955400000000225
