Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Monthly_Return,Weekly_Return,Yearly_Return,Close_Volume_Correlation,Open_Close_Correlation,10_Day_MA,30_Day_MA,55_Day_MA,103_Day_MA,200_Day_MA,RSI,ATR,Ichimoku_a,Ichimoku_b,Ichimoku_base_line,Ichimoku_conversion_line
2000-01-03,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,0.8461271524429321,535796800,,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9561940133571625,0.9561940133571625
2000-01-04,0.966517984867096,0.9877229928970337,0.9034600257873535,0.9151790142059326,0.7747899293899536,512377600,-0.08431001367259039,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9539620280265808,0.9539620280265808
2000-01-05,0.9263389706611633,0.9871649742126465,0.919642984867096,0.9285709857940674,0.7861278057098389,778321600,0.014633171631185826,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9539620280265808,0.9539620280265808
2000-01-06,0.9475449919700623,0.955357015132904,0.8482139706611633,0.8482139706611633,0.7180975079536438,767972800,-0.0865383652539895,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9263390004634857,0.9263390004634857
2000-01-07,0.861607015132904,0.9017860293388367,0.8526790142059326,0.888392984867096,0.752112865447998,460734400,0.047368960658139114,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9263390004634857,0.9263390004634857
2000-01-10,0.9107139706611633,0.9129459857940674,0.845982015132904,0.872767984867096,0.7388848662376404,505064000,-0.017587937169874834,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9252230226993561,0.9252230226993561
2000-01-11,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,0.7010900974273682,441548800,-0.05115103399890886,,,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.9062500298023224,0.9062500298023224
2000-01-12,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,0.6590437889099121,976068800,-0.05997279904923347,,-0.22110533643720898,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.8883925080299377,0.8883925080299377
2000-01-13,0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,0.7313254475593567,1032684800,0.10967672333265344,,-0.05609836190279682,,-0.4598253953981418,0.9998465790292466,,,,,,,0.0,37.480233361397545,37.006072799070466,0.8883925080299377,0.8883925080299377
2000-01-14,0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,0.7591990232467651,390376000,0.03811364984837651,,-0.03425474149673313,,-0.4598253953981418,0.9998465790292466,0.8819753944873809,,,,,,0.0,37.480233361397545,37.006072799070466,0.8883925080299377,0.8800219893455505
