Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Monthly_Return,Weekly_Return
2000-01-03,4.074999809265137,4.478125095367432,3.9523439407348633,4.46875,4.46875,322352000,,,
2000-01-04,4.268750190734863,4.574999809265137,4.087500095367432,4.096875190734863,4.096875190734863,349748000,-0.08321674053485573,,
2000-01-05,3.5250000953674316,3.7562499046325684,3.4000000953674316,3.487499952316284,3.487499952316284,769148000,-0.14874147003469596,,
2000-01-06,3.565624952316284,3.6343750953674316,3.200000047683716,3.278125047683716,3.278125047683716,375040000,-0.060035815769261425,,
2000-01-07,3.3499999046325684,3.5250000953674316,3.309375047683716,3.4781250953674316,3.4781250953674316,210108000,0.06101049983588447,,
2000-01-10,3.628124952316284,3.6312499046325684,3.278125047683716,3.4593749046325684,3.4593749046325684,295158000,-0.005390890270116189,,
2000-01-11,3.34375,3.5,3.25,3.3375000953674316,3.3375000953674316,210654000,-0.035230298139103056,,
2000-01-12,3.393749952316284,3.4000000953674316,3.1500000953674316,3.1781249046325684,3.1781249046325684,216090000,-0.04775286477327201,,-0.2888112101521525
2000-01-13,3.246875047683716,3.359375,3.15625,3.296875,3.296875,208962000,0.03736482955542009,,-0.19527082312492072
2000-01-14,3.3375000953674316,3.4312500953674316,3.200000047683716,3.2125000953674316,3.2125000953674316,137072000,-0.02559238813499709,,-0.07885300665486938
2000-01-18,3.171875,3.2593750953674316,3.1500000953674316,3.206249952316284,3.206249952316284,107698000,-0.0019455697636119318,,-0.02192567224310671
2000-01-19,3.206249952316284,3.375,3.1500000953674316,3.340625047683716,3.340625047683716,164910000,0.041910361751539504,,-0.039532806875420934
2000-01-20,3.346874952316284,3.3499999046325684,3.1968750953674316,3.237499952316284,3.237499952316284,119560000,-0.03087000004353535,,-0.0641372960239619
2000-01-21,3.231250047683716,3.231250047683716,3.0,3.1031250953674316,3.1031250953674316,229238000,-0.041505747931428805,,-0.07022471709448663
2000-01-24,3.378124952316284,3.668750047683716,3.375,3.5062499046325684,3.5062499046325684,583404000,0.12990930010103385,,0.10324484085622654
2000-01-25,3.5,3.5625,3.299999952316284,3.4625000953674316,3.4625000953674316,188682000,-0.012477664300919677,,0.05023699575125895
2000-01-26,3.4312500953674316,3.5,3.237499952316284,3.2406249046325684,3.2406249046325684,131160000,-0.06407947570361539,,0.008754804180611142
2000-01-27,3.2593750953674316,3.387500047683716,3.231250047683716,3.346874952316284,3.346874952316284,135680000,0.03278690092513581,,0.04385964977509271
2000-01-28,3.25,3.3218750953674316,3.0,3.0843749046325684,3.0843749046325684,275558000,-0.07843138791368542,,-0.07670724472021284
2000-01-31,3.018749952316284,3.237499952316284,2.921875,3.2281250953674316,3.2281250953674316,213958000,0.04660593967320836,,-0.0028957087527199388
2000-02-01,3.375,3.53125,3.21875,3.371875047683716,3.371875047683716,268092000,0.04453047762076334,,0.08660622567794429
2000-02-02,3.3968749046325684,3.612499952316284,3.387500047683716,3.471874952316284,3.471874952316284,280518000,0.02965706119545053,,-0.009803908235652803
2000-02-03,4.056250095367432,4.296875,3.8687500953674316,4.209374904632568,4.209374904632568,875000000,0.21242123130738233,,0.21570391009213252
2000-02-04,4.137499809265137,4.137499809265137,3.893749952316284,3.9281249046325684,3.9281249046325684,220460000,-0.06681514627990826,,0.21215044018738438
2000-02-07,3.809375047683716,3.84375,3.65625,3.75,3.75,202580000,-0.04534603887531674,,0.12044819523499783
2000-02-08,3.700000047683716,4.199999809265137,3.671875,4.15625,4.15625,389456000,0.10833333333333339,,0.34751777216107294
2000-02-09,4.027344226837158,4.186718940734863,4.000781059265137,4.012499809265137,4.012499809265137,191608000,-0.03458651205650842,,0.24298151116365774
2000-02-10,3.924999952316284,3.9937500953674316,3.7750000953674316,3.809375047683716,3.809375047683716,199592000,-0.05062299594691366,,0.12974976646911562
